"Step","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_13-53-37_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_13-53-37_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_13-53-37_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_13-53-36_Humanoid-medium-v3_ppo_shortcut_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_05-20-23_Humanoid-medium-v3_ppo_reflow_mlp_ta4_td4_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-22_05-16-38_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward","2025-05-22_05-16-38_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MIN","2025-05-22_05-16-38_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed3407 - eval/avg episode reward__MAX","2025-05-22_05-16-26_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward","2025-05-22_05-16-26_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MIN","2025-05-22_05-16-26_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed0 - eval/avg episode reward__MAX","2025-05-22_05-16-09_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward","2025-05-22_05-16-09_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MIN","2025-05-22_05-16-09_Humanoid-medium-v3_ppo_diffusion_mlp_ta4_td20_d4rl_seed42 - eval/avg episode reward__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed42 - avg episode reward - eval__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed3407 - avg episode reward - eval__MAX","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval__MIN","2025-05-10_20-54-05_Humanoid-medium-v3_fql_mlp_ta4_seed0 - avg episode reward - eval__MAX"
"640000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3196.171353893869","3196.171353893869","3196.171353893869","1985.1637804996287","1985.1637804996287","1985.1637804996287","2244.375178157983","2244.375178157983","2244.375178157983"
"645000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2562.402215637462","2562.402215637462","2562.402215637462","2662.8767822863592","2662.8767822863592","2662.8767822863592","2115.779689762387","2115.779689762387","2115.779689762387"
"650000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1773.6089648971822","1773.6089648971822","1773.6089648971822","2111.086365575989","2111.086365575989","2111.086365575989","1865.3645504512144","1865.3645504512144","1865.3645504512144"
"655000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1551.3223527360917","1551.3223527360917","1551.3223527360917","1934.7149958493203","1934.7149958493203","1934.7149958493203","1709.742579362659","1709.742579362659","1709.742579362659"
"660000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2233.792004829542","2233.792004829542","2233.792004829542","1506.6266565082826","1506.6266565082826","1506.6266565082826","3377.818807356543","3377.818807356543","3377.818807356543"
"665000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2348.479121178831","2348.479121178831","2348.479121178831","2384.8482672937052","2384.8482672937052","2384.8482672937052","1706.156372767808","1706.156372767808","1706.156372767808"
"670000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1894.7040024709731","1894.7040024709731","1894.7040024709731","3363.635555160414","3363.635555160414","3363.635555160414","2474.4611035583644","2474.4611035583644","2474.4611035583644"
"675000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1790.8584090405614","1790.8584090405614","1790.8584090405614","1275.8829518306848","1275.8829518306848","1275.8829518306848","1679.7415792247564","1679.7415792247564","1679.7415792247564"
"680000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2308.457036762625","2308.457036762625","2308.457036762625","2377.281038459586","2377.281038459586","2377.281038459586","2367.665332524764","2367.665332524764","2367.665332524764"
"685000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1784.0316558098336","1784.0316558098336","1784.0316558098336","2375.1816948353194","2375.1816948353194","2375.1816948353194","2583.3422073309885","2583.3422073309885","2583.3422073309885"
"690000","","","","","","","","","","","","","","","","","","","","","","","","","","","","5269.848094705006","5269.848094705006","5269.848094705006","2543.213364461676","2543.213364461676","2543.213364461676","1364.9937113872595","1364.9937113872595","1364.9937113872595"
"695000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2383.504481725447","2383.504481725447","2383.504481725447","2819.9104917869913","2819.9104917869913","2819.9104917869913","4212.778927230864","4212.778927230864","4212.778927230864"
"700000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2179.4971199696006","2179.4971199696006","2179.4971199696006","2216.624195335128","2216.624195335128","2216.624195335128","1654.4838102146707","1654.4838102146707","1654.4838102146707"
"705000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2508.6556214056104","2508.6556214056104","2508.6556214056104","1261.4026979870307","1261.4026979870307","1261.4026979870307","3159.491562883313","3159.491562883313","3159.491562883313"
"710000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1669.3720378552914","1669.3720378552914","1669.3720378552914","2675.2835509989327","2675.2835509989327","2675.2835509989327","1681.3064302513571","1681.3064302513571","1681.3064302513571"
"715000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1592.0638795299624","1592.0638795299624","1592.0638795299624","1642.323101005858","1642.323101005858","1642.323101005858","1892.2764508959604","1892.2764508959604","1892.2764508959604"
"720000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2946.225254714138","2946.225254714138","2946.225254714138","1849.0572173794287","1849.0572173794287","1849.0572173794287","2425.445130515897","2425.445130515897","2425.445130515897"
"725000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1920.0680153461672","1920.0680153461672","1920.0680153461672","2252.744029706663","2252.744029706663","2252.744029706663","1805.332290223439","1805.332290223439","1805.332290223439"
"730000","","","","","","","","","","","","","","","","","","","","","","","","","","","","5109.256323809868","5109.256323809868","5109.256323809868","4383.283891032474","4383.283891032474","4383.283891032474","1396.5076169233223","1396.5076169233223","1396.5076169233223"
"735000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1622.696040638851","1622.696040638851","1622.696040638851","3240.6955992112594","3240.6955992112594","3240.6955992112594","2476.908207651796","2476.908207651796","2476.908207651796"
"740000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2593.4725935513306","2593.4725935513306","2593.4725935513306","1881.9139541213008","1881.9139541213008","1881.9139541213008","3528.44268706134","3528.44268706134","3528.44268706134"
"745000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1854.8364519890638","1854.8364519890638","1854.8364519890638","1480.654262292291","1480.654262292291","1480.654262292291","2673.8365590569633","2673.8365590569633","2673.8365590569633"
"750000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1984.421589460225","1984.421589460225","1984.421589460225","2502.2254463451854","2502.2254463451854","2502.2254463451854","1481.9331080639024","1481.9331080639024","1481.9331080639024"
"755000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2150.7443151063144","2150.7443151063144","2150.7443151063144","2513.8325939721162","2513.8325939721162","2513.8325939721162","2318.0543754261626","2318.0543754261626","2318.0543754261626"
"760000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1195.9653146816302","1195.9653146816302","1195.9653146816302","2082.0910353404606","2082.0910353404606","2082.0910353404606","2223.980183898931","2223.980183898931","2223.980183898931"
"765000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2431.0460664368184","2431.0460664368184","2431.0460664368184","3172.928839007549","3172.928839007549","3172.928839007549","1967.119256073942","1967.119256073942","1967.119256073942"
