"Step","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-07_walker2d-medium-v2_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MIN","2025-05-09_11-54-21_walker2d-medium-v2_fql_mlp_ta4_td4 - avg episode reward - eval__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX"
"390","","","","","","","","","","4218.206225411467","4218.206225411467","4218.206225411467","4010.468913414358","4010.468913414358","4010.468913414358","4040.427376642775","4040.427376642775","4040.427376642775","3953.7954890576575","3953.7954890576575","3953.7954890576575","3924.0129350925417","3924.0129350925417","3924.0129350925417","3891.889700239853","3891.889700239853","3891.889700239853","3698.364189264629","3698.364189264629","3698.364189264629","3840.1133232015954","3840.1133232015954","3840.1133232015954","3756.5832944712165","3756.5832944712165","3756.5832944712165"
"400","","","","","","","","","","4202.703944256781","4202.703944256781","4202.703944256781","4058.975289143326","4058.975289143326","4058.975289143326","4040.227354079201","4040.227354079201","4040.227354079201","4009.497049433435","4009.497049433435","4009.497049433435","3977.2012385385074","3977.2012385385074","3977.2012385385074","3855.0390090875762","3855.0390090875762","3855.0390090875762","3697.83761793492","3697.83761793492","3697.83761793492","3857.6185342155413","3857.6185342155413","3857.6185342155413","3811.4041264458087","3811.4041264458087","3811.4041264458087"
"410","","","","","","","","","","4185.295123850837","4185.295123850837","4185.295123850837","4043.881388518502","4043.881388518502","4043.881388518502","4066.919361557785","4066.919361557785","4066.919361557785","3979.27248603325","3979.27248603325","3979.27248603325","3960.0219308481815","3960.0219308481815","3960.0219308481815","3845.767382880568","3845.767382880568","3845.767382880568","3651.6933198970437","3651.6933198970437","3651.6933198970437","3801.481595081542","3801.481595081542","3801.481595081542","3816.0203538460614","3816.0203538460614","3816.0203538460614"
"420","","","","","","","","","","4202.008730999661","4202.008730999661","4202.008730999661","4035.782463494265","4035.782463494265","4035.782463494265","4149.667380113757","4149.667380113757","4149.667380113757","3984.5920748167664","3984.5920748167664","3984.5920748167664","3947.8674372487417","3947.8674372487417","3947.8674372487417","3853.0803654847996","3853.0803654847996","3853.0803654847996","3665.460518775384","3665.460518775384","3665.460518775384","3824.390969687959","3824.390969687959","3824.390969687959","3873.9800970878823","3873.9800970878823","3873.9800970878823"
"430","","","","","","","","","","4201.184384550996","4201.184384550996","4201.184384550996","4048.8421955347717","4048.8421955347717","4048.8421955347717","4157.522232994882","4157.522232994882","4157.522232994882","3953.274181444609","3953.274181444609","3953.274181444609","3973.998488054939","3973.998488054939","3973.998488054939","3895.023347042319","3895.023347042319","3895.023347042319","3623.5159580299733","3623.5159580299733","3623.5159580299733","3802.0636448372898","3802.0636448372898","3802.0636448372898","3869.07211353952","3869.07211353952","3869.07211353952"
"440","","","","","","","","","","4187.884766934594","4187.884766934594","4187.884766934594","4208.4845630768095","4208.4845630768095","4208.4845630768095","4161.548684486463","4161.548684486463","4161.548684486463","4060.183850950726","4060.183850950726","4060.183850950726","4018.6598389312494","4018.6598389312494","4018.6598389312494","3844.4028522349117","3844.4028522349117","3844.4028522349117","3687.4313462647965","3687.4313462647965","3687.4313462647965","3820.0002137841234","3820.0002137841234","3820.0002137841234","3713.274331042844","3713.274331042844","3713.274331042844"
"450","","","","","","","","","","4188.720177575727","4188.720177575727","4188.720177575727","4318.464192468454","4318.464192468454","4318.464192468454","4179.806687686343","4179.806687686343","4179.806687686343","4042.582752651874","4042.582752651874","4042.582752651874","3950.4007269751005","3950.4007269751005","3950.4007269751005","3829.072668855247","3829.072668855247","3829.072668855247","3719.7025762520107","3719.7025762520107","3719.7025762520107","3822.5513855842414","3822.5513855842414","3822.5513855842414","3884.2059170346206","3884.2059170346206","3884.2059170346206"
"460","","","","","","","","","","4231.470808556325","4231.470808556325","4231.470808556325","4268.878303663392","4268.878303663392","4268.878303663392","4213.407136881346","4213.407136881346","4213.407136881346","4073.4211319648684","4073.4211319648684","4073.4211319648684","3900.1149134397083","3900.1149134397083","3900.1149134397083","3868.8930293937424","3868.8930293937424","3868.8930293937424","3688.096308698417","3688.096308698417","3688.096308698417","3831.0828776813432","3831.0828776813432","3831.0828776813432","3861.2105029918043","3861.2105029918043","3861.2105029918043"
"470","","","","","","","","","","4196.707512127611","4196.707512127611","4196.707512127611","4259.072281325915","4259.072281325915","4259.072281325915","4183.570114570303","4183.570114570303","4183.570114570303","4036.6915494675136","4036.6915494675136","4036.6915494675136","3891.8616513253683","3891.8616513253683","3891.8616513253683","3958.625217774078","3958.625217774078","3958.625217774078","3689.213163394337","3689.213163394337","3689.213163394337","3846.2255857744203","3846.2255857744203","3846.2255857744203","3873.0751638575503","3873.0751638575503","3873.0751638575503"
"480","","","","","","","","","","4212.768068237385","4212.768068237385","4212.768068237385","4269.01390238844","4269.01390238844","4269.01390238844","4179.69827265686","4179.69827265686","4179.69827265686","3971.536141104893","3971.536141104893","3971.536141104893","3962.619507457139","3962.619507457139","3962.619507457139","3959.7884704359153","3959.7884704359153","3959.7884704359153","3705.4539107128126","3705.4539107128126","3705.4539107128126","3798.920184504048","3798.920184504048","3798.920184504048","3926.2534719762975","3926.2534719762975","3926.2534719762975"
"490","","","","","","","","","","4161.253533146605","4161.253533146605","4161.253533146605","4210.62759412562","4210.62759412562","4210.62759412562","4190.7703381331185","4190.7703381331185","4190.7703381331185","4106.26284826578","4106.26284826578","4106.26284826578","3935.5691245128023","3935.5691245128023","3935.5691245128023","4008.4159188419044","4008.4159188419044","4008.4159188419044","3591.9168020643747","3591.9168020643747","3591.9168020643747","3854.4373477149443","3854.4373477149443","3854.4373477149443","3890.623023363098","3890.623023363098","3890.623023363098"
"500","","","","","","","","","","4182.961856981319","4182.961856981319","4182.961856981319","4219.356021460053","4219.356021460053","4219.356021460053","4079.4401691384583","4079.4401691384583","4079.4401691384583","4113.370074722366","4113.370074722366","4113.370074722366","3937.377682920864","3937.377682920864","3937.377682920864","4029.976622917033","4029.976622917033","4029.976622917033","3633.135746508751","3633.135746508751","3633.135746508751","3857.889915535993","3857.889915535993","3857.889915535993","3916.1342387279606","3916.1342387279606","3916.1342387279606"
"510","","","","","","","","","","4224.137149742097","4224.137149742097","4224.137149742097","4246.137567478665","4246.137567478665","4246.137567478665","4077.731036255468","4077.731036255468","4077.731036255468","4055.6270057422926","4055.6270057422926","4055.6270057422926","3973.956469994441","3973.956469994441","3973.956469994441","3976.0570366668553","3976.0570366668553","3976.0570366668553","3579.8465105360547","3579.8465105360547","3579.8465105360547","3833.464039586584","3833.464039586584","3833.464039586584","3834.2909488517325","3834.2909488517325","3834.2909488517325"
"520","","","","","","","","","","4251.589836366174","4251.589836366174","4251.589836366174","4160.6163066409335","4160.6163066409335","4160.6163066409335","4138.471182146697","4138.471182146697","4138.471182146697","4133.678450249839","4133.678450249839","4133.678450249839","3856.758279749733","3856.758279749733","3856.758279749733","4091.7354516909677","4091.7354516909677","4091.7354516909677","3669.250524584415","3669.250524584415","3669.250524584415","3849.3462202406563","3849.3462202406563","3849.3462202406563","3876.3061085698996","3876.3061085698996","3876.3061085698996"
"530","","","","","","","","","","4237.301169590573","4237.301169590573","4237.301169590573","4150.830743763405","4150.830743763405","4150.830743763405","4167.702752557039","4167.702752557039","4167.702752557039","4136.557385806384","4136.557385806384","4136.557385806384","3987.145554247489","3987.145554247489","3987.145554247489","4096.155898733676","4096.155898733676","4096.155898733676","3613.7226948911257","3613.7226948911257","3613.7226948911257","3804.875456149303","3804.875456149303","3804.875456149303","3910.506306677517","3910.506306677517","3910.506306677517"
"540","","","","","","","","","","4209.344365021074","4209.344365021074","4209.344365021074","4094.5053312084556","4094.5053312084556","4094.5053312084556","4117.7028677968865","4117.7028677968865","4117.7028677968865","4134.574655960642","4134.574655960642","4134.574655960642","3947.5731092452443","3947.5731092452443","3947.5731092452443","4037.5113057094177","4037.5113057094177","4037.5113057094177","3581.411889406624","3581.411889406624","3581.411889406624","3864.175584212354","3864.175584212354","3864.175584212354","3886.0431931552303","3886.0431931552303","3886.0431931552303"
"550","","","","","","","","","","4257.769141319471","4257.769141319471","4257.769141319471","4044.688927933167","4044.688927933167","4044.688927933167","4186.375537460296","4186.375537460296","4186.375537460296","4159.784878765177","4159.784878765177","4159.784878765177","4016.7785709127916","4016.7785709127916","4016.7785709127916","4137.029265457409","4137.029265457409","4137.029265457409","3642.4641547582514","3642.4641547582514","3642.4641547582514","3822.382086788345","3822.382086788345","3822.382086788345","3935.2627140965897","3935.2627140965897","3935.2627140965897"
"560","","","","","","","","","","4285.476010329121","4285.476010329121","4285.476010329121","3972.548740656991","3972.548740656991","3972.548740656991","3955.8908145766204","3955.8908145766204","3955.8908145766204","4179.344037196894","4179.344037196894","4179.344037196894","4011.144048209423","4011.144048209423","4011.144048209423","4143.784734565103","4143.784734565103","4143.784734565103","3682.652466722153","3682.652466722153","3682.652466722153","3854.1780972622537","3854.1780972622537","3854.1780972622537","3994.6950166450697","3994.6950166450697","3994.6950166450697"
"570","","","","","","","","","","4260.971633390741","4260.971633390741","4260.971633390741","4067.0022577264162","4067.0022577264162","4067.0022577264162","4007.6009204759202","4007.6009204759202","4007.6009204759202","4106.130644487675","4106.130644487675","4106.130644487675","3972.0884469753837","3972.0884469753837","3972.0884469753837","4176.72864019927","4176.72864019927","4176.72864019927","3704.1376088909833","3704.1376088909833","3704.1376088909833","3851.608684177297","3851.608684177297","3851.608684177297","3999.0486413593726","3999.0486413593726","3999.0486413593726"
"580","","","","","","","","","","4257.0580291840715","4257.0580291840715","4257.0580291840715","3989.439005028334","3989.439005028334","3989.439005028334","4157.681413428283","4157.681413428283","4157.681413428283","4199.363406544391","4199.363406544391","4199.363406544391","3944.823585861674","3944.823585861674","3944.823585861674","4169.361405754606","4169.361405754606","4169.361405754606","3703.6394703300894","3703.6394703300894","3703.6394703300894","3896.3313316361264","3896.3313316361264","3896.3313316361264","4051.993238180592","4051.993238180592","4051.993238180592"
"590","","","","","","","","","","4236.570363414287","4236.570363414287","4236.570363414287","3885.9958821710147","3885.9958821710147","3885.9958821710147","4118.9394782026775","4118.9394782026775","4118.9394782026775","4205.771438304837","4205.771438304837","4205.771438304837","3940.362176114082","3940.362176114082","3940.362176114082","4162.065682860032","4162.065682860032","4162.065682860032","3685.799434597011","3685.799434597011","3685.799434597011","3828.876817301488","3828.876817301488","3828.876817301488","3984.109470570553","3984.109470570553","3984.109470570553"
"600","","","","","","","","","","4216.83096156697","4216.83096156697","4216.83096156697","3971.950239415836","3971.950239415836","3971.950239415836","4057.4512455859526","4057.4512455859526","4057.4512455859526","4277.766586882096","4277.766586882096","4277.766586882096","3947.0843039957604","3947.0843039957604","3947.0843039957604","4164.665165875333","4164.665165875333","4164.665165875333","3617.1157601444247","3617.1157601444247","3617.1157601444247","3899.6466308494223","3899.6466308494223","3899.6466308494223","4011.07670108932","4011.07670108932","4011.07670108932"
"610","","","","","","","","","","4222.156059722976","4222.156059722976","4222.156059722976","4045.5971983361937","4045.5971983361937","4045.5971983361937","4003.758739505519","4003.758739505519","4003.758739505519","4262.249586956643","4262.249586956643","4262.249586956643","3988.954952967225","3988.954952967225","3988.954952967225","4167.205837752632","4167.205837752632","4167.205837752632","3650.3851345260528","3650.3851345260528","3650.3851345260528","3850.4196816011113","3850.4196816011113","3850.4196816011113","3979.152737169729","3979.152737169729","3979.152737169729"
"620","","","","","","","","","","4241.949537894055","4241.949537894055","4241.949537894055","3988.9560355204376","3988.9560355204376","3988.9560355204376","4096.440119605982","4096.440119605982","4096.440119605982","4206.933919169986","4206.933919169986","4206.933919169986","3969.482190257056","3969.482190257056","3969.482190257056","4172.685666306616","4172.685666306616","4172.685666306616","3715.3464442297154","3715.3464442297154","3715.3464442297154","3878.6165894525657","3878.6165894525657","3878.6165894525657","4023.583923523841","4023.583923523841","4023.583923523841"
"630","","","","","","","","","","4298.859758500284","4298.859758500284","4298.859758500284","3994.5353447338116","3994.5353447338116","3994.5353447338116","4098.3519925877545","4098.3519925877545","4098.3519925877545","4166.887384657146","4166.887384657146","4166.887384657146","4004.925845556126","4004.925845556126","4004.925845556126","4229.157367168519","4229.157367168519","4229.157367168519","3676.2483351363016","3676.2483351363016","3676.2483351363016","3807.100343902444","3807.100343902444","3807.100343902444","4058.028108286567","4058.028108286567","4058.028108286567"
"640","","","","","","","","","","4321.204813736894","4321.204813736894","4321.204813736894","4000.8601615438033","4000.8601615438033","4000.8601615438033","4105.236406857874","4105.236406857874","4105.236406857874","4163.467671109165","4163.467671109165","4163.467671109165","3962.1952154766973","3962.1952154766973","3962.1952154766973","4202.848609851346","4202.848609851346","4202.848609851346","3695.242791607305","3695.242791607305","3695.242791607305","3769.548157377011","3769.548157377011","3769.548157377011","3955.873785356473","3955.873785356473","3955.873785356473"
"650","","","","","","","","","","4301.259087139051","4301.259087139051","4301.259087139051","4006.5523216595293","4006.5523216595293","4006.5523216595293","4033.9077374328526","4033.9077374328526","4033.9077374328526","4224.119099338354","4224.119099338354","4224.119099338354","3930.49109842429","3930.49109842429","3930.49109842429","4191.675703918637","4191.675703918637","4191.675703918637","3698.6564543728796","3698.6564543728796","3698.6564543728796","3835.7495963262527","3835.7495963262527","3835.7495963262527","3988.525094475549","3988.525094475549","3988.525094475549"
"660","","","","","","","","","","4339.560322567117","4339.560322567117","4339.560322567117","3989.233842117041","3989.233842117041","3989.233842117041","4054.7842487490357","4054.7842487490357","4054.7842487490357","4236.996747142368","4236.996747142368","4236.996747142368","3958.7001063379057","3958.7001063379057","3958.7001063379057","4248.807092227807","4248.807092227807","4248.807092227807","3768.7425273701933","3768.7425273701933","3768.7425273701933","3821.1464053126474","3821.1464053126474","3821.1464053126474","4032.6432409829604","4032.6432409829604","4032.6432409829604"
"670","","","","","","","","","","4350.152313061679","4350.152313061679","4350.152313061679","3970.847821026017","3970.847821026017","3970.847821026017","4098.979543532574","4098.979543532574","4098.979543532574","4233.860211774636","4233.860211774636","4233.860211774636","3980.1944654404915","3980.1944654404915","3980.1944654404915","4237.640765217189","4237.640765217189","4237.640765217189","3723.9829854133286","3723.9829854133286","3723.9829854133286","3796.7647023499712","3796.7647023499712","3796.7647023499712","3987.3164756288506","3987.3164756288506","3987.3164756288506"
"680","","","","","","","","","","4345.308482465849","4345.308482465849","4345.308482465849","4001.6422189588616","4001.6422189588616","4001.6422189588616","4100.33520845244","4100.33520845244","4100.33520845244","4261.56715802341","4261.56715802341","4261.56715802341","3932.484515820653","3932.484515820653","3932.484515820653","4223.653835205575","4223.653835205575","4223.653835205575","3680.5602884545224","3680.5602884545224","3680.5602884545224","3818.235519053508","3818.235519053508","3818.235519053508","3906.4054392889984","3906.4054392889984","3906.4054392889984"
"690","","","","","","","","","","4380.132435117701","4380.132435117701","4380.132435117701","4059.612967814236","4059.612967814236","4059.612967814236","4092.43750856757","4092.43750856757","4092.43750856757","4279.818973507506","4279.818973507506","4279.818973507506","3928.7271003880146","3928.7271003880146","3928.7271003880146","4260.286600339951","4260.286600339951","4260.286600339951","3619.150870488988","3619.150870488988","3619.150870488988","3824.175778257846","3824.175778257846","3824.175778257846","3962.979953903827","3962.979953903827","3962.979953903827"
"700","","","","","","","","","","4392.504558072588","4392.504558072588","4392.504558072588","3899.2793004294435","3899.2793004294435","3899.2793004294435","4150.032949291218","4150.032949291218","4150.032949291218","4293.726553004095","4293.726553004095","4293.726553004095","3988.2769085327154","3988.2769085327154","3988.2769085327154","4213.77045211681","4213.77045211681","4213.77045211681","3693.374128137021","3693.374128137021","3693.374128137021","3815.923022630405","3815.923022630405","3815.923022630405","3929.39051063327","3929.39051063327","3929.39051063327"
"710","","","","","","","","","","4388.482265028679","4388.482265028679","4388.482265028679","3944.9136388207507","3944.9136388207507","3944.9136388207507","4188.862412044645","4188.862412044645","4188.862412044645","4270.615292016655","4270.615292016655","4270.615292016655","4024.8648766328506","4024.8648766328506","4024.8648766328506","4250.387994977824","4250.387994977824","4250.387994977824","3714.022869724152","3714.022869724152","3714.022869724152","3775.279779997493","3775.279779997493","3775.279779997493","3924.5778703552014","3924.5778703552014","3924.5778703552014"
"720","","","","","","","","","","4406.620666648969","4406.620666648969","4406.620666648969","3951.5122860638016","3951.5122860638016","3951.5122860638016","4154.825356167321","4154.825356167321","4154.825356167321","4252.8180474462115","4252.8180474462115","4252.8180474462115","4010.0980798653313","4010.0980798653313","4010.0980798653313","4238.267983520496","4238.267983520496","4238.267983520496","3720.6579720543255","3720.6579720543255","3720.6579720543255","3813.560663904454","3813.560663904454","3813.560663904454","3840.777967014879","3840.777967014879","3840.777967014879"
"730","","","","","","","","","","4404.268070733594","4404.268070733594","4404.268070733594","3911.317654856715","3911.317654856715","3911.317654856715","4211.80750994972","4211.80750994972","4211.80750994972","4239.646967851257","4239.646967851257","4239.646967851257","3984.4164634894682","3984.4164634894682","3984.4164634894682","4182.9040759592335","4182.9040759592335","4182.9040759592335","3714.4766038622133","3714.4766038622133","3714.4766038622133","3853.668624446896","3853.668624446896","3853.668624446896","3822.52068196853","3822.52068196853","3822.52068196853"
"740","","","","","","","","","","4458.465103941788","4458.465103941788","4458.465103941788","4054.8330966691783","4054.8330966691783","4054.8330966691783","4169.537934902357","4169.537934902357","4169.537934902357","4239.431283082105","4239.431283082105","4239.431283082105","4005.0886815643216","4005.0886815643216","4005.0886815643216","4232.296904621727","4232.296904621727","4232.296904621727","3705.9519053852127","3705.9519053852127","3705.9519053852127","3714.3972933108103","3714.3972933108103","3714.3972933108103","3891.388704504757","3891.388704504757","3891.388704504757"
"750","","","","","","","","","","4439.381839341895","4439.381839341895","4439.381839341895","4155.802138729737","4155.802138729737","4155.802138729737","4197.913500858696","4197.913500858696","4197.913500858696","4269.629430280092","4269.629430280092","4269.629430280092","4001.275166083136","4001.275166083136","4001.275166083136","4163.760932379218","4163.760932379218","4163.760932379218","3739.73328690497","3739.73328690497","3739.73328690497","3782.948908976735","3782.948908976735","3782.948908976735","3906.870125398804","3906.870125398804","3906.870125398804"
"760","","","","","","","","","","4477.48152647797","4477.48152647797","4477.48152647797","3968.077141590295","3968.077141590295","3968.077141590295","4201.735260702689","4201.735260702689","4201.735260702689","4245.560235623632","4245.560235623632","4245.560235623632","4094.7742790011994","4094.7742790011994","4094.7742790011994","4140.894490572423","4140.894490572423","4140.894490572423","3667.4828041645283","3667.4828041645283","3667.4828041645283","3801.806091635629","3801.806091635629","3801.806091635629","3928.642442854469","3928.642442854469","3928.642442854469"
"770","","","","","","","","","","4452.881769965624","4452.881769965624","4452.881769965624","4180.353390830614","4180.353390830614","4180.353390830614","4179.362952955985","4179.362952955985","4179.362952955985","4259.925071214298","4259.925071214298","4259.925071214298","4037.1888017248216","4037.1888017248216","4037.1888017248216","4174.4323021184","4174.4323021184","4174.4323021184","3716.521885259777","3716.521885259777","3716.521885259777","3816.550075608793","3816.550075608793","3816.550075608793","3942.6948944618634","3942.6948944618634","3942.6948944618634"
"780","","","","","","","","","","4427.148126062744","4427.148126062744","4427.148126062744","4105.6792785108555","4105.6792785108555","4105.6792785108555","4248.002568532929","4248.002568532929","4248.002568532929","4283.899106222462","4283.899106222462","4283.899106222462","4031.253084919595","4031.253084919595","4031.253084919595","4231.272317693485","4231.272317693485","4231.272317693485","3799.813035634118","3799.813035634118","3799.813035634118","3844.5016726173862","3844.5016726173862","3844.5016726173862","3848.3017050800563","3848.3017050800563","3848.3017050800563"
"790","","","","","","","","","","4467.010576125524","4467.010576125524","4467.010576125524","4203.981504644207","4203.981504644207","4203.981504644207","4270.016719796144","4270.016719796144","4270.016719796144","4254.111347666932","4254.111347666932","4254.111347666932","3949.64563059952","3949.64563059952","3949.64563059952","4237.961448372048","4237.961448372048","4237.961448372048","3672.2805628172987","3672.2805628172987","3672.2805628172987","3816.9527120025277","3816.9527120025277","3816.9527120025277","3931.736821377788","3931.736821377788","3931.736821377788"
"800","","","","","","","","","","4408.725737312259","4408.725737312259","4408.725737312259","4180.875449624773","4180.875449624773","4180.875449624773","4253.587839774691","4253.587839774691","4253.587839774691","4289.16930549931","4289.16930549931","4289.16930549931","4026.726984262328","4026.726984262328","4026.726984262328","4269.210484921884","4269.210484921884","4269.210484921884","3820.254574034695","3820.254574034695","3820.254574034695","3839.8804754876573","3839.8804754876573","3839.8804754876573","3853.477506815313","3853.477506815313","3853.477506815313"
"810","","","","","","","","","","4377.524578489089","4377.524578489089","4377.524578489089","4222.761050681678","4222.761050681678","4222.761050681678","4402.606160489702","4402.606160489702","4402.606160489702","4309.216801956367","4309.216801956367","4309.216801956367","4024.7052828734186","4024.7052828734186","4024.7052828734186","4208.506848017335","4208.506848017335","4208.506848017335","3770.3829863792503","3770.3829863792503","3770.3829863792503","3793.728775607286","3793.728775607286","3793.728775607286","3897.7412619963216","3897.7412619963216","3897.7412619963216"
"820","","","","","","","","","","4321.071915707941","4321.071915707941","4321.071915707941","4220.008104342553","4220.008104342553","4220.008104342553","4378.238819003083","4378.238819003083","4378.238819003083","4310.666662638793","4310.666662638793","4310.666662638793","3982.017939832234","3982.017939832234","3982.017939832234","4239.775749821685","4239.775749821685","4239.775749821685","3790.4017253262214","3790.4017253262214","3790.4017253262214","3861.910739353444","3861.910739353444","3861.910739353444","3839.839964502051","3839.839964502051","3839.839964502051"
"830","","","","","","","","","","4322.2950430531255","4322.2950430531255","4322.2950430531255","4294.01850326016","4294.01850326016","4294.01850326016","4465.315858417705","4465.315858417705","4465.315858417705","4228.1560819908555","4228.1560819908555","4228.1560819908555","4016.6369461419004","4016.6369461419004","4016.6369461419004","4270.278437011641","4270.278437011641","4270.278437011641","3836.2300633716923","3836.2300633716923","3836.2300633716923","3821.878128526526","3821.878128526526","3821.878128526526","3906.653074944191","3906.653074944191","3906.653074944191"
"840","","","","","","","","","","4316.83766011294","4316.83766011294","4316.83766011294","4284.791178583914","4284.791178583914","4284.791178583914","4379.86334546186","4379.86334546186","4379.86334546186","4197.320976073838","4197.320976073838","4197.320976073838","4027.3454063215277","4027.3454063215277","4027.3454063215277","4237.981477872582","4237.981477872582","4237.981477872582","3828.005658355436","3828.005658355436","3828.005658355436","3832.2502110649975","3832.2502110649975","3832.2502110649975","3866.7242919827595","3866.7242919827595","3866.7242919827595"
"850","","","","","","","","","","4330.4134040422605","4330.4134040422605","4330.4134040422605","4263.1339273559615","4263.1339273559615","4263.1339273559615","4306.398121493991","4306.398121493991","4306.398121493991","4212.989210943344","4212.989210943344","4212.989210943344","3967.463532134715","3967.463532134715","3967.463532134715","4220.240246090244","4220.240246090244","4220.240246090244","3810.6450713319255","3810.6450713319255","3810.6450713319255","3781.9870359392253","3781.9870359392253","3781.9870359392253","3864.361826314752","3864.361826314752","3864.361826314752"
"860","","","","","","","","","","4319.406984013859","4319.406984013859","4319.406984013859","4270.40822920083","4270.40822920083","4270.40822920083","4455.6660086738575","4455.6660086738575","4455.6660086738575","4196.090799474148","4196.090799474148","4196.090799474148","3993.8319911275926","3993.8319911275926","3993.8319911275926","4216.7370215362125","4216.7370215362125","4216.7370215362125","3852.3329975350944","3852.3329975350944","3852.3329975350944","3826.6714569427204","3826.6714569427204","3826.6714569427204","3958.794716662755","3958.794716662755","3958.794716662755"
"863","","","","","","","","","","","","","","","","4479.355567140413","4479.355567140413","4479.355567140413","","","","","","","","","","","","","","","","","",""
"864","","","","","","","","","","","","","4272.112524412112","4272.112524412112","4272.112524412112","","","","","","","","","","","","","","","","","","","","",""
"870","","","","","","","","","","4209.532470988985","4209.532470988985","4209.532470988985","","","","4434.140005816703","4434.140005816703","4434.140005816703","4226.670355550932","4226.670355550932","4226.670355550932","3982.4627484531593","3982.4627484531593","3982.4627484531593","4151.23948690402","4151.23948690402","4151.23948690402","3855.4218225778227","3855.4218225778227","3855.4218225778227","3765.3377752752544","3765.3377752752544","3765.3377752752544","3941.0757889551255","3941.0757889551255","3941.0757889551255"
